Date(yyyy-mm-dd),City,Country,LonCenter,LatCenter,BoundingCoordinates,Median,Q1,Q3,Mean,Baseline_Median,Baseline_Q1,Baseline_Q3,Baseline_Mean,NumGoodSamples,NumTotalSamples
2019-12-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.878,3.984,6.693,5.72,6.829,5.177,9.464,7.958,63,547
2019-12-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.903,3.984,7.61,6.011,6.698,5.133,9.332,7.913,41,548
2019-12-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.903,3.984,7.515,6.007,6.742,5.135,9.763,8.098,44,569
2019-12-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.878,3.984,6.693,5.594,6.831,5.259,9.99,8.189,33,560
2019-12-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.878,3.984,6.693,5.594,6.877,5.225,10.226,8.302,33,554
2019-12-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.878,3.984,6.693,5.594,7.359,5.332,10.388,8.42,33,560
2019-12-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.878,3.984,6.693,5.535,7.274,5.323,9.98,8.255,40,541
2019-12-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.364,5.492,9.63,7.534,7.317,5.076,9.751,8.209,23,554
2019-12-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.364,5.492,9.63,7.534,7.562,5.16,10.399,8.335,23,540
2019-12-31,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.364,5.492,9.63,7.534,7.49,5.137,10.037,8.286,23,553
2020-01-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.515,5.492,10.02,7.535,7.324,4.833,10.036,8.136,20,550
2020-01-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],8.58,5.492,10.945,9.092,7.401,5.026,10.237,8.257,50,556
2020-01-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],8.58,5.492,10.945,9.092,7.384,5.022,10.175,8.297,50,560
2020-01-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],8.58,5.511,10.738,9.098,7.599,5.011,10.357,8.384,53,549
2020-01-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],8.58,5.511,10.738,9.098,7.38,5.357,10.401,8.398,53,557
2020-01-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],8.58,5.511,10.738,9.098,7.261,4.769,10.154,8.086,53,544
2020-01-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.896,5.381,11.757,8.955,7.253,4.756,10.29,8.099,43,550
2020-01-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.492,4.266,8.447,6.951,6.941,4.475,9.452,7.599,62,550
2020-01-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.22,4.621,10.738,8.427,7.041,4.668,9.425,7.721,96,567
2020-01-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.22,4.621,10.738,8.427,6.62,4.519,9.285,7.425,96,561
2020-01-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.298,4.621,10.389,8.333,6.698,4.575,9.152,7.519,106,556
2020-01-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.671,4.621,10.98,8.679,7.202,4.938,9.571,7.89,99,564
2020-01-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.095,4.621,11.965,9.12,7.028,4.936,9.352,7.806,110,545
2020-01-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.095,4.621,11.965,9.12,7.068,5.028,9.496,7.857,110,559
2020-01-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.605,3.868,9.254,7.269,7.212,5.023,9.846,7.894,140,543
2020-01-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.605,3.868,9.254,7.269,7.134,4.927,9.746,7.906,140,556
2020-01-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.11,4.041,6.703,6.578,7.075,5.007,9.518,7.889,121,550
2020-01-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.11,4.041,6.826,6.589,6.639,4.898,8.815,7.617,123,551
2020-01-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.11,4.007,6.578,6.555,6.495,4.837,8.551,7.347,120,551
2020-01-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.11,4.007,6.578,6.555,6.358,4.623,8.047,6.943,120,540
2020-01-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.11,4.007,6.578,6.555,6.44,4.763,8.323,7.209,120,547
2020-01-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.11,4.007,6.578,6.555,6.515,4.892,8.615,7.448,120,534
2020-01-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.216,4.007,7.357,6.937,6.732,4.827,8.901,7.473,98,539
2020-01-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.697,3.456,6.063,5.297,6.484,4.481,8.817,7.318,95,541
2020-01-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.738,3.456,6.084,5.49,6.106,4.167,8.733,7.137,128,559
2020-01-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.697,3.456,6.063,5.414,5.999,4.087,8.481,7.059,118,551
2020-01-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.697,3.456,6.069,5.455,5.742,3.987,7.892,6.612,144,547
2020-01-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.278,3.299,5.883,4.897,5.595,4.006,8.092,6.569,133,557
2020-01-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.275,3.285,5.689,4.774,5.352,3.892,7.244,6.281,153,536
2020-01-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.285,3.062,5.674,4.954,5.453,4.08,7.316,6.412,123,550
2020-01-31,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.882,3.566,6.381,5.787,5.506,4.032,7.307,6.305,153,536
2020-02-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.882,3.553,6.538,5.854,5.53,3.918,7.528,6.475,142,551
2020-02-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.32,3.246,6.371,5.587,5.418,3.857,7.41,6.339,151,545
2020-02-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.495,3.376,6.575,6.04,5.347,3.731,7.29,6.319,181,552
2020-02-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.495,3.376,6.575,6.04,5.683,3.941,7.572,6.568,181,553
2020-02-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.495,3.376,6.575,6.04,5.668,4.025,7.672,6.469,181,541
2020-02-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.495,3.376,6.575,6.04,5.535,3.953,7.403,6.258,181,547
2020-02-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.337,3.224,6.259,5.569,5.61,3.972,7.561,6.3,209,533
2020-02-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.495,3.357,6.371,5.881,5.68,4.025,7.964,6.457,178,538
2020-02-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.448,3.54,5.76,5.444,5.839,3.877,7.897,6.414,184,540
2020-02-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.448,3.437,5.76,5.402,5.823,3.994,7.87,6.461,217,560
2020-02-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.448,3.437,5.674,5.372,5.85,4.145,8.012,6.605,191,553
2020-02-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.455,3.54,5.674,5.377,5.768,4.038,7.917,6.538,192,546
2020-02-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.479,3.553,5.807,5.524,5.923,4.224,8.217,6.792,172,559
2020-02-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.455,3.349,5.76,5.347,5.743,4.064,7.71,6.482,193,540
2020-02-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.152,3.174,5.132,4.677,5.628,3.78,7.712,6.326,163,553
2020-02-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.276,3.224,5.006,4.583,5.564,3.672,7.424,6.065,193,539
2020-02-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.313,3.423,5.112,4.672,5.574,3.644,7.549,6.085,182,555
2020-02-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.138,3.15,4.803,4.061,5.463,3.646,7.512,6.041,163,549
2020-02-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.223,3.174,5.006,4.589,5.272,3.747,7.216,5.858,193,553
2020-02-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.223,3.174,5.006,4.589,5.257,3.788,7.305,5.935,193,554
2020-02-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.223,3.174,5.006,4.587,5.156,3.762,7.1,5.826,194,542
2020-02-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.276,3.437,5.009,4.777,5.126,3.751,6.896,5.758,166,550
2020-02-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.004,2.971,4.713,4.401,4.971,3.635,6.438,5.474,195,538
2020-02-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.785,2.874,4.526,4.419,4.974,3.618,6.543,5.527,156,545
2020-02-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.315,2.658,4.281,4.042,4.528,3.161,6.119,5.132,164,546
2020-02-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.297,2.658,4.281,4.004,4.564,3.256,6.087,5.148,182,565
2020-02-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.297,2.658,4.276,3.995,4.308,3.122,6.012,4.947,181,558
2020-02-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.297,2.658,4.276,3.995,4.11,2.967,5.823,4.695,181,551
2020-02-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.364,2.67,4.276,4.036,4.044,2.89,5.761,4.652,160,561
2020-03-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.162,2.53,4.223,3.821,4.141,3.013,5.749,4.714,181,541
2020-03-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.971,2.427,3.626,3.684,4.083,2.901,5.634,4.625,151,554
2020-03-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.82,2.308,3.426,3.386,3.972,2.888,5.458,4.544,180,541
2020-03-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.82,2.307,3.424,3.43,3.923,2.878,5.362,4.475,169,556
2020-03-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.658,2.273,3.297,2.729,3.846,2.723,5.323,4.391,139,552
2020-03-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.658,2.273,3.297,2.729,3.679,2.7,4.951,4.078,139,558
2020-03-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.67,2.273,3.297,2.73,3.512,2.577,4.786,3.903,138,562
2020-03-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.681,2.261,3.297,2.746,3.552,2.623,4.766,3.92,163,551
2020-03-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.539,1.976,3.236,2.608,3.397,2.486,4.55,3.755,134,558
2020-03-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.716,2.223,3.315,2.76,3.552,2.521,4.662,3.806,162,543
2020-03-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.636,1.976,3.315,2.686,3.612,2.438,4.705,3.808,121,547
2020-03-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.875,2.223,3.536,2.862,3.358,2.2,4.502,3.571,144,547
2020-03-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.866,2.124,3.563,2.812,3.481,2.279,4.649,3.72,176,565
2020-03-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.866,2.124,3.563,2.812,3.579,2.288,4.65,3.761,176,556
2020-03-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.777,2.013,3.536,2.755,3.331,2.109,4.61,3.583,202,550
2020-03-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.951,2.182,3.59,2.854,3.335,2.097,4.665,3.594,181,562
2020-03-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.951,2.182,3.59,2.854,3.435,2.135,4.776,3.625,181,541
2020-03-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.078,2.364,3.937,3,3.481,2.139,4.855,3.593,152,555
2020-03-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.078,2.364,3.937,2.983,3.316,2.09,4.693,3.535,154,542
2020-03-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.078,2.364,3.937,2.983,3.119,1.972,4.293,3.278,154,556
2020-03-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.017,1.918,3.766,2.808,3.115,1.971,4.304,3.278,165,551
2020-03-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.866,1.527,3.741,2.594,3.177,2.065,4.408,3.341,194,555
2020-03-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.866,1.358,3.741,2.561,3.034,2.016,4.193,3.227,169,558
2020-03-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.866,1.358,3.741,2.561,3.079,2.113,4.243,3.324,169,546
2020-03-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.26,1.043,3.663,2.287,2.882,1.975,4.111,3.207,141,554
2020-03-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.263,1.315,3.205,2.273,3.215,2.193,4.482,3.474,169,542
2020-03-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],1.758,0.89,2.615,1.797,3.281,2.341,4.532,3.575,128,547
2020-03-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],1.841,1.043,2.512,1.754,3.39,2.374,4.663,3.742,136,548
2020-03-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],1.827,1.032,2.476,1.723,3.54,2.453,5.013,3.894,166,568
2020-03-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],1.678,1.012,2.465,1.661,3.72,2.659,5.131,4.099,149,559
2020-03-31,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],1.763,1.012,2.476,1.721,3.854,2.806,5.247,4.189,161,552
2020-04-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],1.763,1.022,2.476,1.732,3.9,2.903,5.531,4.298,169,565
2020-04-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],1.763,1.012,2.476,1.722,4.011,2.916,5.524,4.378,173,544
2020-04-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],1.763,1.009,2.471,1.709,4.111,2.911,5.583,4.416,171,557
2020-04-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],1.891,1.103,2.485,1.809,4.222,3.122,5.811,4.619,201,546
2020-04-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],1.971,1.103,2.571,1.848,4.255,3.103,5.877,4.635,207,560
2020-04-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.173,1.399,2.615,2.077,4.438,3.225,5.966,4.754,194,554
2020-04-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.117,1.311,2.59,2.038,4.665,3.432,6.133,4.986,216,558
2020-04-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.178,1.399,2.711,2.099,4.679,3.373,6.2,4.971,238,560
2020-04-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.173,1.399,2.724,2.105,4.733,3.399,6.224,5.012,249,549
2020-04-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.03,1.303,2.715,2.07,4.541,3.234,6.11,4.901,221,556
2020-04-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.036,1.382,2.571,2.038,4.559,3.222,6.145,4.899,251,544
2020-04-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.085,1.488,2.711,2.11,4.577,3.227,6.182,4.864,211,549
2020-04-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.117,1.541,2.863,2.266,4.549,3.25,6.098,4.821,196,549
2020-04-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.136,1.565,2.863,2.281,4.468,3.287,5.953,4.753,219,568
2020-04-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.213,1.621,3.019,2.367,4.363,3.191,5.801,4.693,216,559
2020-04-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.284,1.649,3.274,2.485,4.489,3.32,5.941,4.815,235,552
2020-04-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.302,1.649,3.274,2.51,4.567,3.363,5.95,4.866,239,562
2020-04-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.302,1.649,3.274,2.51,4.691,3.439,6.146,5.06,239,541
2020-04-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.387,1.649,3.515,2.618,4.654,3.417,6.223,5.008,209,552
2020-04-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.576,1.867,3.346,2.674,4.661,3.502,6.251,5.047,222,540
2020-04-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.576,1.828,3.314,2.611,4.688,3.529,6.156,5.05,223,554
2020-04-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.794,2.095,3.797,2.905,4.532,3.479,5.976,4.911,230,548
2020-04-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.82,2.085,3.824,2.93,4.629,3.559,6.083,5.009,237,553
2020-04-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.972,2.097,3.909,3.008,4.581,3.517,6.027,4.968,250,555
2020-04-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.972,2.097,3.909,3.008,4.816,3.731,6.277,5.185,250,544
2020-04-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.296,2.411,4.162,3.305,4.828,3.782,6.385,5.273,220,551
2020-04-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.45,2.566,4.283,3.469,5.013,3.851,6.528,5.405,249,538
2020-04-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.45,2.514,4.357,3.478,5.2,3.936,6.857,5.563,234,544
2020-04-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.588,2.625,4.363,3.595,5.397,4.136,6.942,5.769,205,546
2020-04-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.44,2.432,4.283,3.441,5.541,4.242,7.02,5.884,230,566
2020-05-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.45,2.448,4.357,3.497,5.528,4.266,7.042,5.901,213,560
2020-05-02,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.603,2.576,4.504,3.683,5.673,4.424,7.282,6.082,232,554
2020-05-03,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.687,2.576,4.515,3.696,5.716,4.526,7.26,6.136,241,564
2020-05-04,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.551,2.576,4.545,3.694,5.915,4.73,7.426,6.33,258,543
2020-05-05,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.06,3.001,4.703,3.949,6.006,4.781,7.503,6.398,228,555
2020-05-06,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.36,3.416,5.473,4.393,6.091,4.905,7.634,6.523,234,544
2020-05-07,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.486,3.39,5.584,4.473,6.186,5.095,7.752,6.68,205,558
2020-05-08,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.4,3.379,5.485,4.43,6.288,5.154,7.778,6.721,207,552
2020-05-09,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.638,3.364,5.637,4.532,6.487,5.304,7.948,6.893,212,555
2020-05-10,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.703,3.45,6.008,4.733,6.229,5.116,7.726,6.699,237,559
2020-05-11,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.703,3.45,6.008,4.744,6.235,5.116,7.677,6.709,263,547
2020-05-12,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.047,3.621,6.309,4.921,6.228,5.12,7.666,6.688,234,555
2020-05-13,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.047,3.781,6.008,4.937,6.258,5.09,7.596,6.683,262,543
2020-05-14,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.087,3.781,6.026,4.946,6.296,5.074,7.601,6.659,259,549
2020-05-15,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.047,3.971,6.008,5.032,6.323,5.111,7.637,6.636,264,550
2020-05-16,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.019,3.971,5.989,4.997,6.253,5.063,7.524,6.556,286,568
2020-05-17,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.944,3.905,5.948,4.906,6.121,4.93,7.502,6.473,269,563
2020-05-18,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.942,3.868,5.798,4.89,6.263,4.915,7.654,6.578,287,556
2020-05-19,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.96,3.994,5.798,4.967,6.155,4.834,7.596,6.488,279,569
2020-05-20,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.912,3.971,5.753,4.904,6.161,4.912,7.518,6.48,299,547
2020-05-21,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.675,3.781,5.566,4.716,6.25,4.955,7.623,6.529,276,558
2020-05-22,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.765,3.838,5.624,4.739,6.29,4.995,7.597,6.576,301,547
2020-05-23,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.944,3.991,5.753,4.863,6.248,4.956,7.557,6.558,276,561
2020-05-24,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.942,4.02,5.795,4.899,6.233,4.976,7.608,6.568,261,556
2020-05-25,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.812,3.971,5.608,4.73,6.303,5.131,7.665,6.672,266,559
2020-05-26,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.899,3.961,5.639,4.806,6.204,5.054,7.62,6.57,260,561
2020-05-27,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.858,3.971,5.624,4.795,6.193,4.987,7.56,6.552,281,550
2020-05-28,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.727,3.905,5.608,4.747,6.197,4.933,7.535,6.497,253,556
2020-05-29,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.66,3.991,5.358,4.706,6.108,4.791,7.406,6.38,280,543
2020-05-30,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.737,4.025,5.358,4.736,6.11,4.743,7.309,6.37,241,548
2020-05-31,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.577,3.868,5.263,4.641,6.142,4.841,7.405,6.465,245,548
2020-06-01,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.707,3.933,5.293,4.71,6.172,4.941,7.399,6.463,268,566
